name,series
Zaxor Vez'gollock,A Demon's Contract
A Suspicious Alchemist,A Girl Adrift
Drifter,A Girl Adrift
Margaglesum,A Girl Adrift
Und'avalena,A Girl Adrift
Keisuke Isobe,A Girl on the Shore
Koume Satou,A Girl on the Shore
Hana Han,A Good Day to be a Dog
Seon Jin,A Good Day to be a Dog
Yul Choi,A Good Day to be a Dog
Tae-Hee,A Good Day To Camp
Woo-Joo,A Good Day To Camp
Yoo-Jung,A Good Day To Camp
Bobby Zimuruski,A Goofy Movie
Lisa (AGM),A Goofy Movie
Max Goof,A Goofy Movie
P.J. Pete,A Goofy Movie
Powerline,A Goofy Movie
Roxanne (AGM),A Goofy Movie
Agostinho Carrara,A Grande Família
Bebel,A Grande Família
Beiçola,A Grande Família
Lineu Silva,A Grande Família
Mendonça,A Grande Família
Nenê,A Grande Família
Paulão,A Grande Família
Tuco,A Grande Família
Liang Chong,A Guide to Falling Asleep
Ning Yiwei,A Guide to Falling Asleep
Go Siwon,A Guy Like You
Jang Donghyun,A Guy Like You
Kang Jinha,A Guy Like You
Lu Xuan Run,A Guy Like You
Badge Seller,A Hat in Time
Bow Kid,A Hat in Time
Cooking Cat,A Hat in Time
DJ Grooves,A Hat in Time
Hat Kid,A Hat in Time
Mafia Boss,A Hat in Time
Mustache Girl,A Hat in Time
Queen Vanessa,A Hat in Time
Rumbi,A Hat in Time
Snatcher,A Hat in Time
The Conductor,A Hat in Time
The Empress,A Hat in Time
Hero-kun,A Hero Can't Go On A Journey
Priest-chan,A Hero Can't Go On A Journey
Azraesha,A House In The Rift
Rui (AHHT),A Housewife's Healing Touch
Gong Yao Ying,A Journey To The Past
Thanatos (JTTP),A Journey To The Past
Erina Wada,A Kiss with a Cat
Kou Nekoyama,A Kiss with a Cat
Sawa,A KITE
Kitty Bobo,A Kitty Bobo Show
Gaia (AKD),A Knight's Devotion
A kockásfülű nyúl,A kockásfülű nyúl
Masamune Yasuda,A Lazy Guy Woke Up as a Girl One Morning
Aventureira,A Lenda do Herói
Feiticeiro,A Lenda do Herói
Herói,A Lenda do Herói
I-Yu Huang,A Light In The Dark
Young Girl,A Light In The Dark
Becky,A Little Lily Princess
Ermengarde St. John,A Little Lily Princess
Jessie Abbot,A Little Lily Princess
Lavinia Herbert,A Little Lily Princess
Lottie Leigh,A Little Lily Princess
Mariette Dumas,A Little Lily Princess
Miss Minchin,A Little Lily Princess
Sara Crewe,A Little Lily Princess
Pepper,A Little Snow Fairy Sugar
Saga Bergman,A Little Snow Fairy Sugar
Salt (SFS),A Little Snow Fairy Sugar
Sugar (SFS),A Little Snow Fairy Sugar
Hank Yan,A Lucky Coin
Junior (ALC),A Lucky Coin
Mio Yukimiya,A Magical Girl Falls -The Tale of Mio Yukimiya-
Akari Yamanashi,A Magical High School Girl
Joanette Bating,A Man Called Ravenlord
Ravenlord,A Man Called Ravenlord
Ma Sangtae,A Man of Virtue
Nam Jinwoo,A Man of Virtue
Jill (AMN),A Mild Noble's Vacation Suggestion
Rizel,A Mild Noble's Vacation Suggestion
Laverne (ANwL),A Night with Laverne
Freddy Krueger,A Nightmare On Elm Street
Nancy Thompson,A Nightmare On Elm Street
Quentin Smith,A Nightmare On Elm Street
Agatha Volkomenn,A Ordem Paranormal
Alexsander Kothe,A Ordem Paranormal
Arnaldo Fritz,A Ordem Paranormal
Daniel Hartmann,A Ordem Paranormal
Liz (AOP),A Ordem Paranormal
Lucille Webber,A Ordem Paranormal
Senhor Veríssimo,A Ordem Paranormal
Thiago Fritz,A Ordem Paranormal
Do Rae-Mi,A Pervert's Daily Life
Do Rahee,A Pervert's Daily Life
Jiyoung,A Pervert's Daily Life
Shin Seyoung,A Pervert's Daily Life
Amicia de Rune,A Plague Tale: Innocence
Béatrice de Rune,A Plague Tale: Innocence
Hugo de Rune,A Plague Tale: Innocence
Lucas (APTI),A Plague Tale: Innocence
Rodric,A Plague Tale: Innocence
Li'l Seal,A Polar Bear in Love
Mr. Polar Bear,A Polar Bear in Love
Arno (APAJ),A Post-Apocalyptic Journey
Crow (APAJ),A Post-Apocalyptic Journey
Virgil (APAJ),A Post-Apocalyptic Journey
Aiko Fukasugi,A Present From Her
Aya (APBLU),A Promise Best Left Unkept
Laura Ross,A Promise Best Left Unkept
Sandra Ross,A Promise Best Left Unkept
Bai Li,A Rabbit Down In A Bite
Mu Wei,A Rabbit Down In A Bite
Ashley Camryn,A Renewable World
Daniel Stonford,A Renewable World
Adjest Kingscrown,A Returner's Magic Should Be Special
Crow Mask,A Returner's Magic Should Be Special
Desir Arman,A Returner's Magic Should Be Special
Joad Exarion,A Returner's Magic Should Be Special
Kei Hazmarryun,A Returner's Magic Should Be Special
Pram Schneider,A Returner's Magic Should Be Special
Raphael (ARMSBS),A Returner's Magic Should Be Special
Romantica Eru,A Returner's Magic Should Be Special
Swan Katerina,A Returner's Magic Should Be Special
Blanc (ART),A Rose in the Twilight
Rose (ART),A Rose in the Twilight
Karyuel de Murian,A Royal Princess with Black Hair
Yurishien de Carna,A Royal Princess with Black Hair
Mikoto Uzume,A Saint Joined My Party!
Riiko Tsukiyo,A Saint Joined My Party!
Sakuno Mutou,A Saint Joined My Party!
Kang Ai,A Sea of Conflicts
Suhyeon,A Sea of Conflicts
Sumin Soon,A Sensitive Issue
Count Olaf,A Series of Unfortunate Events
Hook-Handed Man,A Series of Unfortunate Events
Klaus Baudelaire,A Series of Unfortunate Events
Sunny Baudelaire,A Series of Unfortunate Events
Violet Baudelaire,A Series of Unfortunate Events
Claire (ASH),A Short Hike
Anna (ASC),A Sinful Camp
Hinami Yamada,A Sky Full of Stars
Korona Kusakabe,A Sky Full of Stars
Miharu Saotome,A Sky Full of Stars
Old Man Champ,A Sky Full of Stars
Orihime Shiratori,A Sky Full of Stars
Pikarin,A Sky Full of Stars
Saya Amanogawa,A Sky Full of Stars
Yoshioka Honoka,A Sky Full of Stars
Barry Nyne,A Starstruck Odyssey
Big Barry Syx,A Starstruck Odyssey
Gust Weatherall,A Starstruck Odyssey
Loose Duke,A Starstruck Odyssey
Norman Takamori,A Starstruck Odyssey
Sundry Sidney,A Starstruck Odyssey
Bai Xiao Xiao,A Story Concerning Sweets
Ghost (ASCS),A Story Concerning Sweets
Akio Yamane,A Strange and Mystifying Story
Kurayori,A Strange and Mystifying Story
Setsu (ASM),A Strange and Mystifying Story
Shirota Tsumugi,A Strange and Mystifying Story
Michelle (ASE),A Summer's End - Hong Kong 1986
Sam (ASE),A Summer's End - Hong Kong 1986
Kielhan de Setton,A Talented Maid
Morina De Brande La Clowan,A Talented Maid
Rael,A Talented Maid
Ale,A Tender Heart: The Story of How I Became a Duke's Maid
Evelina,A Tender Heart: The Story of How I Became a Duke's Maid
Craig Yuu,A Thousand Cranes
Dean Chun,A Thousand Cranes
Kei Ichihashi,A Vacation With The Ponytailed Tanning Boy
Cait Sith (AVFA),A Very Fairy Apartment
Ellyllon,A Very Fairy Apartment
Jack Frost (AVFA),A Very Fairy Apartment
Jack o'Lantern,A Very Fairy Apartment
Kobold,A Very Fairy Apartment
Pixie (AVFA),A Very Fairy Apartment
Rei Otosaki,"A Very Popular Idol Classmate Has Taken a Liking to Me, A Person Who Doesn't Want to Work for Whole Life"
Aled,A Villainess for the Tyrant
Cecile Franvier Navitan,A Villainess for the Tyrant
Estian,A Villainess for the Tyrant
Irene Levnen,A Villainess for the Tyrant
Richard (AVM),A Villainess for the Tyrant
Saintess,A Villainess for the Tyrant
Yuliana,A Villainess for the Tyrant
Leo Caruso,A Way Out
Vincent Moretti,A Way Out
Ashley Vans,A Wicked Tale of Cinderella's Stepmom
Daniel Wilford,A Wicked Tale of Cinderella's Stepmom
Iris Vans,A Wicked Tale of Cinderella's Stepmom
Lily Vans,A Wicked Tale of Cinderella's Stepmom
Mildred Vans,A Wicked Tale of Cinderella's Stepmom
Hakua Sumeragi,A Wife Who Heals with Tights
Shiraho Mayuzumi,A Wife Who Heals with Tights
Bai Hao,A Will Eternal
Bai Xiaochun,A Will Eternal
Du Lingfei,A Will Eternal
Hou Xiaomei,A Will Eternal
Zhou Zimo,A Will Eternal
Ahn So-mi,A Wonderful New World
Cha Ju-hee,A Wonderful New World
Jin Seo-rin,A Wonderful New World
Kim Hyo-mina,A Wonderful New World
Kim Mi-jung,A Wonderful New World
Na So-ri,A Wonderful New World
Seo Jeong-sook,A Wonderful New World
Yoo Sook-young,A Wonderful New World
Annora,A World Ruled by Cats
Myuu-chan,A World That I Rule
Myuuda-chan,A World That I Rule
Hal (LE),A World That Isn't Fantasy
Hoojiro Shitodo,A World That Isn't Fantasy
Haru (AYS),A Year of Springs
Keiko Nishi,A-Channel
Kimiko Kitou,A-Channel
Miho Noyama,A-Channel
Nagisa Tennouji,A-Channel
Run Momoki,A-Channel
Sachiyo Satou,A-Channel
Taki Kamate,A-Channel
Tooru Ichii,A-Channel
Yutaka Imai,A-Channel
Yuuko Nishi,A-Channel
Morten Harket,a-ha
Ajang,A-jang.com
Flora (A-Rank),A-Rank Boukensha no Slow Life
Aiko Tachibana,A.I.C.O. -Incarnation-
Yuya Kanzaki,A.I.C.O. -Incarnation-
Arata Seto,A3!
August (A3!),A3!
Azami Izumida,A3!
Azuma Yukishiro,A3!
Banri Settsu,A3!
Chikage Utsuki,A3!
Citron,A3!
Guy (A3!),A3!
Haruto Asuka,A3!
Hiro Hyuga,A3!
Hisoka Mikage,A3!
Homare Arisugawa,A3!
Isuke Matsukawa,A3!
Itaru Chigasaki,A3!
Izumi Tachibana,A3!
Juza Hyodo,A3!
Kasumi Hinamori,A3!
Kazu,A3!
Ken Sakoda,A3!
Kumon Hyodo,A3!
Madoka Ikaruga,A3!
Masumi Usui,A3!
Mika (A3!),A3!
Misumi Ikaruga,A3!
Muku Sakisaka,A3!
Omi Fushimi,A3!
Reni Kamikizaka,A3!
Sakuya Sakuma,A3!
Sakyo Furuichi,A3!
Sankaku-kun,A3!
Shifuto Arakawa,A3!
Syu Otomiya,A3!
Taichi Nanao,A3!
Tangerine,A3!
Tasuku Takato,A3!
Tenma Sumeragi,A3!
Tsumugi Tsukioka,A3!
Tsuzuru Minagi,A3!
Yuki Rurikawa,A3!
Yuzo Kashima,A3!
Zen Kuryu,A3!
Myao Chobirov,"Aa, Warera ga Myao Shogun"
Belldandy,Aa! Megami-sama!
Hild (AMG),Aa! Megami-sama!
Lind,Aa! Megami-sama!
Megumi Morisato,Aa! Megami-sama!
Peorth,Aa! Megami-sama!
Skuld,Aa! Megami-sama!
Urd,Aa! Megami-sama!
Ickis,Aaahh!!! Real Monsters
Oblina,Aaahh!!! Real Monsters
Agnetha Fältskog,ABBA
Arumi Asahina,Abenobashi Mahou Shoutengai
Mune-Mune,Abenobashi Mahou Shoutengai
Satoshi Imamiya,Abenobashi Mahou Shoutengai
Akane Okui,Abnormal-kei Joshi
Masami Shikimura,Abnormal-kei Joshi
Mei Mitane,Abnormal-kei Joshi
Satsuki Ikari,Abnormal-kei Joshi
Shinya Shiina,Abnormal-kei Joshi
Tooka Tsubasa,Abnormal-kei Joshi
Yoruko Banjou,Abnormal-kei Joshi
Yumeji Uchida,Abnormal-kei Joshi
Dr. Zara,Abominable
Everest,Abominable
Jin (Abominable),Abominable
Mr. Burnish,Abominable
Nai Nai,Abominable
Peng,Abominable
Yi,Abominable
Yi's Mom,Abominable
God (AD),About Death
Chris Broad,Abroad in Japan
Imari Nagakura,Absolute Duo
Julie Sigtuna,Absolute Duo
Lilith Bristol,Absolute Duo
Miyabi Hotaka,Absolute Duo
Sakuya Tsukumo,Absolute Duo
Tomoe Tachibana,Absolute Duo
Tooru Kokonoe,Absolute Duo
Usa-Sensei,Absolute Duo
Linia,Absolute Hypnosis in Another World
Jiang Qing'e,Absolute Resonance
Li Luo,Absolute Resonance
Raku (AN),Abstract Nonsense
Koko Abunai,Abunai Sisters
Mika Abunai,Abunai Sisters
Paparazzi Matsumoto,Abunai Sisters
Asuna (AotS),Abyss of the Sacrifice
Chloe (AotS),Abyss of the Sacrifice
Jitka,Abyss of the Sacrifice
Miki (AotS),Abyss of the Sacrifice
Shinobu Mibuchi,Abyss Rage
Casto & Poux,Abyss: Rebirth Phantom
Cookie (ARP),Abyss: Rebirth Phantom
Neju,Abyss: Rebirth Phantom
Renia,Abyss: Rebirth Phantom
Ruin,Abyss: Rebirth Phantom
Angus Young,AC/DC
Elendil Von Exileon,Academy's Undercover Professor
Ludger Cherish,Academy's Undercover Professor
Lynne (AUP),Academy's Undercover Professor
Bisuke,ACCA: 13-ku Kansatsu-ka
Groshular,ACCA: 13-ku Kansatsu-ka
Jean Otus,ACCA: 13-ku Kansatsu-ka
Lilium,ACCA: 13-ku Kansatsu-ka
Lotta Otus,ACCA: 13-ku Kansatsu-ka
Maggie (ACCA),ACCA: 13-ku Kansatsu-ka
Mauve,ACCA: 13-ku Kansatsu-ka
Niino,ACCA: 13-ku Kansatsu-ka
Pastice,ACCA: 13-ku Kansatsu-ka
Pine (ACCA),ACCA: 13-ku Kansatsu-ka
Rail,ACCA: 13-ku Kansatsu-ka
Schnee,ACCA: 13-ku Kansatsu-ka
Schwan,ACCA: 13-ku Kansatsu-ka
Spade (ACCA),ACCA: 13-ku Kansatsu-ka
Aqua Current,Accel World
Argon Array,Accel World
Ash Roller,Accel World
Black Lotus,Accel World
Black Vise,Accel World
Blaze Heart,Accel World
Chiyuri Kurashima,Accel World
Chrome Falcon,Accel World
Fuuko Kurasaki,Accel World
Graphite Edge,Accel World
Green Grandé,Accel World
Haruyuki Arita,Accel World
Kakei Mihaya,Accel World
Koto Takanouchi,Accel World
Kyoubu Tomochika,Accel World
Megumi Wakamiya,Accel World
Metatron (AW),Accel World
Red Rider (AW),Accel World
Rin Kusakabe,Accel World
Risa Tsukiori,Accel World
Rui Odagiri,Accel World
Saffron Blossom,Accel World
Satomi Mito,Accel World
Scarlet Rain,Accel World
Seiji Noumi,Accel World
Seri Suzukawa,Accel World
Shihoko Nago,Accel World
Snow Fairy,Accel World
Takumu Mayuzumi,Accel World
Trilead Tetroxide,Accel World
Tsubomi Koshika,Accel World
Utai Shinomiya,Accel World
White Cosmos,Accel World
Wolfram Cerberus,Accel World
Yuki Takanouchi,Accel World
Yume Yuruki,Accel World
Persona Vabel,Accel World VS Sword Art Online: Millennium Twilight
Nýx,Accel World: Infinite∞Burst
Chiaki Chigira,Accel World/Dural Magisa Garden
Yuuko Hoori,Accel World/Dural Magisa Garden
NoName,Acceleration of SUGURI
Sumika,Acceleration of SUGURI
Hime Haruno,Acchi Kocchi
Io Otonashi,Acchi Kocchi
Mayoi Katase,Acchi Kocchi
Sakaki Inui,Acchi Kocchi
Tsumiki Miniwa,Acchi Kocchi
Kaori Itami,ACE Academy
Mayu Akemi,ACE Academy
Nikki (AA),ACE Academy
Valerie Belle,ACE Academy
Yuuna Misaki,ACE Academy
Monet Kreskin,Ace Attorney (Manga)
Baddie,Ace Attorney Investigations: Miles Edgeworth
Cammy Meele,Ace Attorney Investigations: Miles Edgeworth
Colias Palaeno,Ace Attorney Investigations: Miles Edgeworth
Deid Mann,Ace Attorney Investigations: Miles Edgeworth
Jacques Portsman,Ace Attorney Investigations: Miles Edgeworth
Kay Faraday,Ace Attorney Investigations: Miles Edgeworth
Lauren Paups,Ace Attorney Investigations: Miles Edgeworth
Officer Hammer,Ace Attorney Investigations: Miles Edgeworth
Quercus Alba,Ace Attorney Investigations: Miles Edgeworth
Rhoda Teneiro,Ace Attorney Investigations: Miles Edgeworth
Shi-Long Lang,Ace Attorney Investigations: Miles Edgeworth
Shih-na,Ace Attorney Investigations: Miles Edgeworth
Zinc Lablanc,Ace Attorney Investigations: Miles Edgeworth
Blaise Debeste,Ace Attorney Investigations: Prosecutor's Path
Dane Gustavia,Ace Attorney Investigations: Prosecutor's Path
Delicia Scones,Ace Attorney Investigations: Prosecutor's Path
Horace Knightley,Ace Attorney Investigations: Prosecutor's Path
Jeffrey Master,Ace Attorney Investigations: Prosecutor's Path
John Marsh,Ace Attorney Investigations: Prosecutor's Path
Justine Courtney,Ace Attorney Investigations: Prosecutor's Path
Katherine Hall,Ace Attorney Investigations: Prosecutor's Path
Nicole Swift,Ace Attorney Investigations: Prosecutor's Path
Patricia Roland,Ace Attorney Investigations: Prosecutor's Path
Simon Keyes,Ace Attorney Investigations: Prosecutor's Path
Sirhan Dogen,Ace Attorney Investigations: Prosecutor's Path
The Best,Ace Attorney Investigations: Prosecutor's Path
Uncle Ray,Ace Attorney Investigations: Prosecutor's Path
Mobius 1,Ace Combat 04: Shattered Skies
Yellow 13,Ace Combat 04: Shattered Skies
Abyssal Dision,Ace Combat 3: Electrosphere
Cynthia Bridgitte Fitzgerald,Ace Combat 3: Electrosphere
Alvin H. Davenport,Ace Combat 5: The Unsung War
Hans Grimm,Ace Combat 5: The Unsung War
Jack Bartlett,Ace Combat 5: The Unsung War
Kei Nagase,Ace Combat 5: The Unsung War
Vincent Harling,Ace Combat 5: The Unsung War
Avril Mead,Ace Combat 7: Skies Unknown
Count,Ace Combat 7: Skies Unknown
Húxian,Ace Combat 7: Skies Unknown
Matias Torres,Ace Combat 7: Skies Unknown
Mihaly A. Shilage,Ace Combat 7: Skies Unknown
Rosa Cossette D'Elise,Ace Combat 7: Skies Unknown
Trigger,Ace Combat 7: Skies Unknown
Wiseman (AC7),Ace Combat 7: Skies Unknown
Cipher,Ace Combat Zero: The Belkan War
Pixy,Ace Combat Zero: The Belkan War
Ace Ventura,Ace Ventura: Pet Detective
Daigo Katsura,Ace wo Nerae!
Hiromi Oka,Ace wo Nerae!
Jin Munakata,Ace wo Nerae!
Maki Aikawa (AwN),Ace wo Nerae!
Ranko Midorikawa,Ace wo Nerae!
Reika Ryuuzaki,Ace wo Nerae!
Takayuki Todou,Ace wo Nerae!
Teruasa Oda,Acma:Game
Uesugi Senya,Acma:Game
Doyun Nam,Act Like You Love Me!
Akane Yushima,Act-Age
Akira Hoshi,Act-Age
Arata Yoshioka,Act-Age
Araya Myoujin,Act-Age
Chiyoko Momoshiro,Act-Age
Hanako Yamanoue,Act-Age
Hina Asahi,Act-Age
Ichiko Asano,Act-Age
Kei Yonagi,Act-Age
Masaki Minamoto,Act-Age
Nanao Sanzaka,Act-Age
Ren Tamaki,Act-Age
Riku Oogami,Act-Age
Ryoma Hanai,Act-Age
Satsuki Meino,Act-Age
Shinichi Amachi,Act-Age
Sumiji Kuroyama,Act-Age
Takemitsu Karasuyama,Act-Age
Yuki Hiiragi,Act-Age
Angela (AL),Acting Lessons
Megan (AL),Acting Lessons
Melissa (AL),Acting Lessons
Rena (AL),Acting Lessons
An Akagi,Action Heroine Cheer Fruits
Emily Simmons,Action Taimanin
Su Jinglei,Action Taimanin
Yuuna Shinjou,Action Taimanin
Haruka Hoshimiya,Active Raid
Takeru Kuroki,Active Raid
Kaoru Narugo,ACTORS -Songs Connection-
Keishi Harumoto,ACTORS -Songs Connection-
Koya Ashihara,ACTORS -Songs Connection-
Mike Enjoji,ACTORS -Songs Connection-
Mitsuki Akika,ACTORS -Songs Connection-
Ryo Saotome,ACTORS -Songs Connection-
Saku Otonomiya,ACTORS -Songs Connection-
Seijun Yuyama,ACTORS -Songs Connection-
Sousuke Kagura,ACTORS -Songs Connection-
Uta Outa,ACTORS -Songs Connection-
Adam Sandler,Actors & Actresses
Arnold Schwarzenegger,Actors & Actresses
Ashley Johnson,Actors & Actresses
Betty White,Actors & Actresses
Bo Burnham,Actors & Actresses
Bruce Campbell,Actors & Actresses
Bruce Lee,Actors & Actresses
Charles Martinet,Actors & Actresses
Chloe Bennet,Actors & Actresses
Christian Bale,Actors & Actresses
Chuck Norris,Actors & Actresses
Danny DeVito,Actors & Actresses
Dove Cameron,Actors & Actresses
Emma Watson,Actors & Actresses
François Damiens,Actors & Actresses
Isaiah Mustafa,Actors & Actresses
J.K. Simmons,Actors & Actresses
Jamie Campbell Bower,Actors & Actresses
Jean-Claude Van Damme,Actors & Actresses
Jeff Foxworthy,Actors & Actresses
Johnny Depp,Actors & Actresses
Keith David,Actors & Actresses
Kim Sohye,Actors & Actresses
Laura Bailey,Actors & Actresses
Leonardo DiCaprio,Actors & Actresses
Liam O'Brien,Actors & Actresses
Marilyn Monroe,Actors & Actresses
Marisha Ray,Actors & Actresses
Matthew Mercer,Actors & Actresses
Mr. T,Actors & Actresses
Nic Cage,Actors & Actresses
Ruka Matsuda,Actors & Actresses
Sam Riegel,Actors & Actresses
Sowon,Actors & Actresses
Stephen Graham,Actors & Actresses
Steve Harvey,Actors & Actresses
Taliesin Jaffe,Actors & Actresses
Terry Crews,Actors & Actresses
Tom Hanks,Actors & Actresses
Tom Holland,Actors & Actresses
Travis Willingham,Actors & Actresses
Will Smith,Actors & Actresses
Zendaya,Actors & Actresses
Aizawa Mizuki,Adabana
Igarashi Mako,Adabana
Kurofude,Adabana Odd Tales
Shirohime,Adabana Odd Tales
Akira Hino,Adachi to Shimamura
Delos,Adachi to Shimamura
Hougetsu Shimamura,Adachi to Shimamura
Little Shimamura,Adachi to Shimamura
Pancho,Adachi to Shimamura
Sakura Adachi,Adachi to Shimamura
Sancho (AtS),Adachi to Shimamura
Taeko Nagafuji,Adachi to Shimamura
Tarumi,Adachi to Shimamura
Yashiro Chikama,Adachi to Shimamura
Hirose Yuuma,Adam no Rokkotsu
Rei Shikiori,Adam no Rokkotsu
Adam Conover,Adam Ruins Everything
Ayana Nekomori,Adamasu no Majotachi
Endou Reina,Adamasu no Majotachi
Alexios (Adastra),Adastra
Amicus,Adastra
Cassius (Adastra),Adastra
Cato (Adastra),Adastra
Neferu (Adastra),Adastra
Virginia,Adastra
Shirou Yoshiwara,Adekan
Adelaide Camille Bourbon,Adelaide
Crown Prince of the Bichern Empire,Adelaide
Felix Elias,Adelaide
AdmiralBahroo,AdmiralBahroo
Sam (Bahroo),AdmiralBahroo
Akari Mei,Adorable Crush
Hina Yoru,Adorable Crush
Masami Suzu,Adorable Crush
Niko Kelly,Adorable Crush
Sara Daisy,Adorable Crush
Saki Takase,Adultery: His Wife is a High School Student
Andy (AW),Advance Wars
Colin (AW),Advance Wars
Drake (AW),Advance Wars
Eagle (AW),Advance Wars
Grimm (AW),Advance Wars
Grit,Advance Wars
Hawke,Advance Wars
Jake (AW),Advance Wars
Javier,Advance Wars
Jess,Advance Wars
Kanbei,Advance Wars
Lash (AW),Advance Wars
Max (AW),Advance Wars
Nell,Advance Wars
Olaf (AW),Advance Wars
Rachel (AW),Advance Wars
Sami (AW),Advance Wars
Sasha (AW),Advance Wars
Sensei (AW),Advance Wars
Sonja (AW),Advance Wars
Sturm (AW),Advance Wars
Brenner,Advance Wars: Days of Ruin
Caulder,Advance Wars: Days of Ruin
Forsythe,Advance Wars: Days of Ruin
Isabella (AW),Advance Wars: Days of Ruin
Lin (AW),Advance Wars: Days of Ruin
Penny (AW),Advance Wars: Days of Ruin
Tabitha (AW),Advance Wars: Days of Ruin
Tasha (AW),Advance Wars: Days of Ruin
Trak,Advance Wars: Days of Ruin
Will (AW),Advance Wars: Days of Ruin
Tina (AI),Adventure Island
Barb (AT),Adventure Time
Betty Grof,Adventure Time
Billy (AT),Adventure Time
BMO,Adventure Time
Bronwyn,Adventure Time
Cake the Cat,Adventure Time
Canyon,Adventure Time
Choose Goose,Adventure Time
Cinnamon Bun,Adventure Time
Cosmic Owl,Adventure Time
Death (AT),Adventure Time
Dirt Wizard,Adventure Time
Dr. Gross,Adventure Time
Earl of Lemongrab,Adventure Time
Elise (AT),Adventure Time
Fern,Adventure Time
Finn,Adventure Time
Fionna the Human,Adventure Time
Flame Prince,Adventure Time
Flame Princess,Adventure Time
Goonts,Adventure Time
Grob Gob Glob Grod,Adventure Time
Huntress Wizard,Adventure Time
Ice King,Adventure Time
Ice Queen,Adventure Time
Jake the Dog,Adventure Time
Lady Rainicorn,Adventure Time
LSP,Adventure Time
Magic Man,Adventure Time
Marcy,Adventure Time
Marshall Lee,Adventure Time
Marty (AT),Adventure Time
Minerva Campbell,Adventure Time
Neptr,Adventure Time
PB,Adventure Time
Pep-But,Adventure Time
Prince Gumball,Adventure Time
Prismo,Adventure Time
Ricardio The Heart Guy,Adventure Time
Ruler of the Nightosphere,Adventure Time
Shoko (AT),Adventure Time
Slime Princess,Adventure Time
Susan Strong,Adventure Time
The Lich,Adventure Time
Tree Trunks,Adventure Time
Vampire King,Adventure Time
Safiria,AdventureQuest
Twilly,AdventureQuest
Warlic,AdventureQuest
13th Lord of Chaos,AdventureQuest Worlds
Gravelyn,AdventureQuest Worlds
Miltonius,AdventureQuest Worlds
Annette Lilquest,Adventures of Girl Alchemist Annette
Lala (AoL),Adventures of Lolo
Lolo (AoL),Adventures of Lolo
Breezie,Adventures of Sonic the Hedgehog
Coconuts (Sonic),Adventures of Sonic the Hedgehog
Grounder,Adventures of Sonic the Hedgehog
Momma Robotnik,Adventures of Sonic the Hedgehog
Scratch,Adventures of Sonic the Hedgehog
Cavin,Adventures of the Gummi Bears
Cubbi Gummi,Adventures of the Gummi Bears
Grammi Gummi,Adventures of the Gummi Bears
Gruffi Gummi,Adventures of the Gummi Bears
Gusto Gummi,Adventures of the Gummi Bears
Princess Calla,Adventures of the Gummi Bears
Sunni Gummi,Adventures of the Gummi Bears
Tummi Gummi,Adventures of the Gummi Bears
Zummi Gummi,Adventures of the Gummi Bears
Beebee (AwA),Adventures with Anxiety
Domo,Adventures With Domo
Clu (AD),Aegis Defenders
Zula,Aegis Defenders
Æon Flux,Æon Flux
Trevor Goodchild,Æon Flux
Amal,Aerial Magic
Wisteria Kemp,Aerial Magic
Steven Tyler,Aerosmith
Giselle (aespa),aespa
Karina (aespa),aespa
Naevis,aespa
